TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0072332	"intrinsic apoptotic signaling pathway by p53 class mediator"	-4.895109930939593	3.833848049531148	0.01680952793620306	0.7931520089287135	0.83300017	null
GO:0042771	"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"	42771	-4.592370051846651	3.6868149545073168	0.011981101949836228	0.7882275101523565	0.91659295	72332
GO:0008630	"intrinsic apoptotic signaling pathway in response to DNA damage"	-4.790121056447469	4.149403879508583	0.03476516004987451	0.7759933758425187	0.88247736	null
GO:0000070	"mitotic sister chromatid segregation"	-4.743601364335631	4.900787562505716	0.1961341634972573	0.6895906380502966	0.8071082	null
GO:0000819	"sister chromatid segregation"	819	-3.602608022789565	4.930454886556702	0.2100007916745415	0.7076435621135316	0.918393	70
GO:0009615	"response to virus"	-4.729388245886361	4.909967665074063	0.20032422178047504	0.9192412804090466	0.21133897	null
GO:0000028	"ribosomal small subunit assembly"	-4.711816646899462	4.881116349983343	0.18744841915016353	0.8388292260876656	0.88017282	null
GO:0045087	"innate immune response"	-4.662319928341337	5.021048647607189	0.2587114515870314	0.8659054574704055	0.75342365	null
GO:0060841	"venous blood vessel development"	-4.516400728912856	2.823474229170301	0.0016390522107881283	0.974103338530888	0	null
GO:2001244	"positive regulation of intrinsic apoptotic signaling pathway"	-4.47447938917191	3.761551988564182	0.01423140972194083	0.7748660210167203	0.79141042	null
GO:0016072	"rRNA metabolic process"	-4.449366252296804	5.826642903003747	1.653535024007062	0.9063073204727687	0.39330567	null
GO:0043549	"regulation of kinase activity"	-4.391586933263806	3.0546130545568877	0.002792550608756315	0.8095630623551626	0.86887834	null
GO:2001242	"regulation of intrinsic apoptotic signaling pathway"	-4.387842956349132	4.2440295890300215	0.043229077781974413	0.7955861298879628	0.51067662	null
GO:0032508	"DNA duplex unwinding"	-4.274999411840121	5.41513200350967	0.6410641288913195	0.8450613436266659	0.87485131	null
GO:0032392	"DNA geometric change"	32392	-4.695440598761472	5.417126113098768	0.6440144228707381	0.8455324003813796	0.94303447	32508
GO:0000086	"G2/M transition of mitotic cell cycle"	-4.2494283054087685	3.864866914328526	0.018054221720335398	0.8036828466554139	0.85352189	null
GO:1990823	"response to leukemia inhibitory factor"	-4.216974950292198	3.7552648914122466	0.01402683628811314	0.9425668534622924	0.64748561	null
GO:0006364	"rRNA processing"	-4.209954192224678	5.79699316292421	1.5444135826112384	0.7712972886650828	0.89332116	null
GO:0032728	"positive regulation of interferon-beta production"	-4.161379159828623	3.185258765296585	0.003773517195062593	0.8088981967719671	0.29999534	null
GO:1902850	"microtubule cytoskeleton organization involved in mitosis"	-4.154424527479873	5.0508474440822555	0.27708608952902464	0.7031947073924015	0.83356227	null
GO:0051607	"defense response to virus"	-4.050344677590793	4.845965761545484	0.17287441054506547	0.9050001271104264	0.83698351	null
GO:0140546	"defense response to symbiont"	-4.008895477748708	5.35690694412832	0.5606297982945379	0.8978822531331282	0.85688139	null
GO:0002831	"regulation of response to biotic stimulus"	-4.001273808597957	4.877762840776173	0.18600654615270326	0.8091970420613456	0.51391785	null
GO:0051304	"chromosome separation"	-3.9973326485834373	4.135832049712681	0.03369546281757068	0.8214118783257871	0.60480219	null
GO:0051301	"cell division"	-3.956725964606272	5.803940988740412	1.5693197819947182	0.9898447947858066	0.01317239	null
GO:1990830	"cellular response to leukemia inhibitory factor"	-3.936988064916611	3.748265572668741	0.013802544932952658	0.9303569664485677	0.20845641	null
GO:0046653	"tetrahydrofolate metabolic process"	-3.9138330377262287	5.171161649946978	0.3655357551475852	0.9391344245190315	0.23481381	null
GO:0070434	"positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway"	-3.8805465569492092	2.2528530309798933	0.0004387237496545667	0.7927658148078571	0.65417806	null
GO:0070432	"regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway"	70432	-3.4008985530014177	2.949390006644913	0.0021911540081062347	0.8080299089174856	0.92467794	70434
GO:0070426	"positive regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"	70426	-3.3818167754223287	2.357934847000454	0.0005594960178179025	0.7904821100107419	0.93453024	70434
GO:0000727	"double-strand break repair via break-induced replication"	-3.7995057996091766	4.440625754133953	0.06797999853495844	0.8277850880841867	0.48447774	null
GO:0045333	"cellular respiration"	-3.791865248731981	5.735539818856817	1.340633795117192	0.9363288288700871	0.08482152	null
GO:0009060	"aerobic respiration"	9060	-3.22300381708282	5.644065191786112	1.0860138122067144	0.9367218164145105	0.93355014	45333
GO:0006417	"regulation of translation"	-3.7779990633162503	5.751964655491374	1.3923070727099334	0.777876948971086	0.20562782	null
GO:0048845	"venous blood vessel morphogenesis"	-3.7523538844932847	2.5118833609788744	0.0007985758139779752	0.9747415830795703	0.56608635	null
GO:0090068	"positive regulation of cell cycle process"	-3.746444056276699	4.739429929468686	0.13526740508310264	0.637040578583704	0.80172934	null
GO:0045931	"positive regulation of mitotic cell cycle"	45931	-3.7165940870680596	4.354242934309549	0.05571791620612997	0.6538869434876596	0.92690843	90068
GO:1901989	"positive regulation of cell cycle phase transition"	1901989	-3.2223516412547637	4.415824398888761	0.06420648133989586	0.6439034875370385	0.93632612	90068
GO:2000765	"regulation of cytoplasmic translation"	-3.7291357808766112	4.0432443540084835	0.027225519880249117	0.8283392733927755	0.66974603	null
GO:0002833	"positive regulation of response to biotic stimulus"	-3.7238452065140932	4.6337814387954435	0.10605776936874159	0.7492041582248549	0.54902923	null
GO:0045088	"regulation of innate immune response"	45088	-3.651329556954295	4.804922773572999	0.15728492899132876	0.7769259567863676	0.94340644	2833
GO:0002218	"activation of innate immune response"	2218	-3.609565944418074	4.442009159140952	0.06819689566961913	0.7224599709845181	0.96169923	2833
GO:0045089	"positive regulation of innate immune response"	45089	-3.2669181532776776	4.5951985068351435	0.0970417498393236	0.7442854605735005	0.91036106	2833
GO:0007062	"sister chromatid cohesion"	-3.711573036218775	4.750454393956491	0.13874515345817343	0.7223861141915394	0.72338332	null
GO:0032648	"regulation of interferon-beta production"	-3.711573036218775	3.3261309567107946	0.005220319672856024	0.8578204163022253	0.74339285	null
GO:0032608	"interferon-beta production"	-3.711573036218775	0.6020599913279624	0.000007394220499796069	0.9520374504774174	0.2216509	null
GO:1905818	"regulation of chromosome separation"	-3.6721191763789145	4.597267260907774	0.09750512099064414	0.6917055994569404	0.78101684	null
GO:0006270	"DNA replication initiation"	-3.6627760251559214	4.8795431388061425	0.18677061560434888	0.8709596922701681	0.75553763	null
GO:0034250	"positive regulation of amide metabolic process"	-3.631314652913987	4.767059345472403	0.1441527933836909	0.7834894155339458	0.77294977	null
GO:0007052	"mitotic spindle organization"	-3.6310782507186325	4.960456506944467	0.2250209182497939	0.7076247821963654	0.81742359	null
GO:0052372	"modulation by symbiont of entry into host"	-3.605932584235092	3.6216954623292787	0.010312472857048914	0.8908778416551802	0.12876124	null
GO:0031952	"regulation of protein autophosphorylation"	-3.530826534504518	3.6119356250401227	0.010083252021555238	0.8239741385390961	0.56527542	null
GO:0140014	"mitotic nuclear division"	-3.5276459760419323	4.921301421103025	0.20562094839849565	0.7081724223578824	0.86557199	null
GO:0050658	"RNA transport"	-3.5103502120963066	5.137217977334607	0.3380539022900098	0.9506396492764907	0.48659654	null
GO:0051236	"establishment of RNA localization"	51236	-3.6842990331759413	5.1374933671560115	0.3382683346845039	0.9625098878581413	0.9734214	50658
GO:0050657	"nucleic acid transport"	50657	-3.5103502120963066	5.137382599141459	0.3381820687786729	0.964558084593085	0.90209866	50658
GO:0051028	"mRNA transport"	51028	-3.151180477044976	5.01337238415717	0.25417879442065644	0.9515373250404998	0.97218885	50658
GO:0006119	"oxidative phosphorylation"	-3.507343265915154	5.302854537461516	0.4950208797998473	0.9405574414563465	0.85730952	null
GO:0043903	"regulation of biological process involved in symbiotic interaction"	-3.496165167959222	3.6549462265843444	0.01113323133252628	0.89038952924733	0.12942567	null
GO:0043068	"positive regulation of programmed cell death"	-3.4666609337015726	4.922886278021724	0.20637269414930823	0.7836331683291929	0.72360768	null
GO:0019883	"antigen processing and presentation of endogenous antigen"	-3.457639110366066	3.75724415102197	0.014090919532444707	0.9556576733557423	0	null
GO:0000027	"ribosomal large subunit assembly"	-3.457639110366066	3.7162538258960365	0.012821578346646382	0.8664066044206666	0.55914193	null
GO:0022904	"respiratory electron transport chain"	-3.4549652174343164	5.413658453828771	0.6388926928045461	0.939347153581963	0.88066521	null
GO:0045727	"positive regulation of translation"	-3.4475381762757515	4.740773101203974	0.13568641091142442	0.7547829807333374	0.76864844	null
GO:0043065	"positive regulation of apoptotic process"	-3.4387362696881687	4.907900204334536	0.19937283207616796	0.7804302669240387	0.81862554	null
GO:0007059	"chromosome segregation"	-3.4338838981879936	5.4709937650291875	0.7290602823192258	0.7855630357960555	0.79900355	null
GO:0031347	"regulation of defense response"	-3.432162012042004	5.048612690830638	0.27566393445289716	0.7846035956177343	0.59208291	null
GO:0000002	"mitochondrial genome maintenance"	-3.3634431739386548	4.426169547035326	0.06575433816451984	0.8916073304369097	0.43598606	null
GO:0071897	"DNA biosynthetic process"	-3.3496060904305294	5.492904199077729	0.7667855953091854	0.8810265905864606	0.56819667	null
GO:0001944	"vasculature development"	-3.3231507329002614	4.838238131270208	0.1698255269589829	0.9708556190531742	0.63983427	null
GO:0031400	"negative regulation of protein modification process"	-3.3109616954316263	4.561745189241543	0.08984717329302201	0.7634369597328701	0.70630043	null
GO:2000767	"positive regulation of cytoplasmic translation"	-3.257325919834471	3.7246035153967165	0.013070517103472849	0.7860070191212253	0.84047089	null
GO:0019885	"antigen processing and presentation of endogenous peptide antigen via MHC class I"	-3.2458723014387054	3.61689542640076	0.010199094809385375	0.9547192305926724	0.8574811	null
GO:0002483	"antigen processing and presentation of endogenous peptide antigen"	2483	-3.07863675415164	3.621176281775035	0.010300149156215922	0.9547003297986213	0.96521207	19885
GO:0006413	"translational initiation"	-3.2114371302306473	5.284241182165405	0.4742529791560868	0.9197899471341668	0.6934247	null
GO:0051099	"positive regulation of binding"	-3.210536025453514	2.380211241711606	0.0005890728998170868	0.8482215466624401	0.79008147	null
GO:2001235	"positive regulation of apoptotic signaling pathway"	-3.1603086635826902	4.344902908055406	0.054532376185996004	0.7574673487084936	0.89870889	null
GO:0034248	"regulation of amide metabolic process"	-3.1529871126815947	5.766281200238026	1.4389695335439798	0.8243645599264644	0.40157068	null
GO:0006403	"RNA localization"	-3.1134969318636756	5.19373107339716	0.38503431460554743	0.9749222049099137	0.48954515	null
GO:0098813	"nuclear chromosome segregation"	-3.1079990105540864	5.127159891931277	0.33031461816688995	0.7918987388637821	0.81782676	null
GO:0002064	"epithelial cell development"	-3.106027469531461	4.217536582779137	0.040670677489044973	0.9779727930968607	0.34066219	null
GO:0033044	"regulation of chromosome organization"	-3.0696286480879977	4.868162274390791	0.18193972487781543	0.8618813189332235	0.17089234	null
GO:0090329	"regulation of DNA-templated DNA replication"	-3.0641788006776505	4.3164316693669305	0.05107188099209144	0.8480699954802833	0.28847515	null
GO:0045765	"regulation of angiogenesis"	-3.052053516151552	4.460055486888886	0.07109050062520599	0.8624725066464325	0.52079099	null
GO:0002753	"cytoplasmic pattern recognition receptor signaling pathway"	-3.05158096481259	3.742332282357148	0.013615224680291159	0.700219829841014	0.7968481	null
GO:0090270	"regulation of fibroblast growth factor production"	-3.0347808458323127	2.3138672203691533	0.0005052717341527313	0.8745466373515722	0.56125764	null
GO:0042270	"protection from natural killer cell mediated cytotoxicity"	-3.0347808458323127	1.8573324964312685	0.00017499655182850692	0.8026358798699157	0.62427198	null
GO:0090269	"fibroblast growth factor production"	-3.0347808458323127	0.7781512503836436	0.000012323700832993446	0.9511387641038612	0.66771585	null
GO:0030174	"regulation of DNA-templated DNA replication initiation"	-3.0314934602565478	3.972989226855349	0.023158698605361284	0.8548781871758627	0.85456665	null
